event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00010809,PFXC-001389,2026-05-03T01:56:24,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010810,PFXC-001389,2026-05-03T13:18:05,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010811,PFXC-001390,2025-04-29T20:46:07,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010812,PFXC-001390,2025-04-30T04:20:38,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00010813,PFXC-001390,2025-04-30T14:00:21,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00010814,PFXC-001390,2025-05-01T09:48:46,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00010815,PFXC-001390,2025-05-02T01:05:05,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010816,PFXC-001390,2025-05-02T07:24:22,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00010817,PFXC-001390,2025-05-02T20:58:43,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00010818,PFXC-001390,2025-05-03T16:34:49,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Refund Approval,None
EVT-00010819,PFXC-001390,2025-05-04T06:29:01,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00010820,PFXC-001391,2025-03-01T20:58:15,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010821,PFXC-001391,2025-03-02T01:46:23,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010822,PFXC-001391,2025-03-02T04:26:55,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00010823,PFXC-001391,2025-03-03T14:54:51,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00010824,PFXC-001391,2025-03-04T06:36:04,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00010825,PFXC-001391,2025-03-04T12:22:08,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010826,PFXC-001391,2025-03-05T13:46:29,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00010827,PFXC-001391,2025-03-05T15:59:29,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00010828,PFXC-001391,2025-03-05T19:29:47,Closure,Pending Approval,Rejected,Operations,No,Fraud Review,Fraud Review,None
EVT-00010829,PFXC-001392,2025-08-07T21:35:52,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010830,PFXC-001392,2025-08-08T01:29:12,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010831,PFXC-001392,2025-08-08T12:35:19,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00010832,PFXC-001392,2025-08-09T05:33:34,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00010833,PFXC-001392,2025-08-09T17:37:45,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00010834,PFXC-001392,2025-08-10T12:07:55,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00010835,PFXC-001392,2025-08-13T01:16:07,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,Internal Review
EVT-00010836,PFXC-001392,2025-08-13T02:27:07,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00010837,PFXC-001392,2025-08-13T08:39:09,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00010838,PFXC-001393,2025-02-07T04:23:16,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010839,PFXC-001393,2025-02-07T05:30:27,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00010840,PFXC-001393,2025-02-07T16:42:51,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00010841,PFXC-001393,2025-02-08T09:37:37,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00010842,PFXC-001393,2025-02-08T13:39:20,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010843,PFXC-001393,2025-02-09T10:56:35,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010844,PFXC-001393,2025-02-14T02:24:18,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00010845,PFXC-001393,2025-02-14T03:55:18,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010846,PFXC-001393,2025-02-14T04:42:27,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010847,PFXC-001394,2026-01-01T16:31:17,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010848,PFXC-001394,2026-01-01T21:03:09,Assignment,Submitted,In Triage,System,Yes,Customer Service,Complaints,None
EVT-00010849,PFXC-001394,2026-01-02T05:05:14,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Complaints,Complaints,None
EVT-00010850,PFXC-001394,2026-01-03T11:49:53,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Complaints,Complaints,Customer
EVT-00010851,PFXC-001394,2026-01-03T19:13:25,Assignment,In Investigation,In Investigation,Operations,No,Complaints,Technical Support,Technical Failure
EVT-00010852,PFXC-001394,2026-01-04T12:10:39,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00010853,PFXC-001394,2026-01-05T01:45:52,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00010854,PFXC-001394,2026-01-05T06:56:06,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010855,PFXC-001394,2026-01-05T06:56:06,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010856,PFXC-001394,2026-01-05T08:06:46,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00010857,PFXC-001395,2025-09-14T08:15:56,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010858,PFXC-001395,2025-09-14T10:32:16,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010859,PFXC-001395,2025-09-14T13:26:44,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010860,PFXC-001395,2025-09-14T20:49:48,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00010861,PFXC-001395,2025-09-14T23:57:01,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00010862,PFXC-001395,2025-09-16T18:04:57,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00010863,PFXC-001395,2025-09-16T19:35:57,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010864,PFXC-001395,2025-09-16T22:12:18,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010865,PFXC-001396,2025-09-20T16:32:37,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010866,PFXC-001396,2025-09-20T18:22:31,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010867,PFXC-001396,2025-09-21T00:40:51,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010868,PFXC-001396,2025-09-22T00:59:54,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010869,PFXC-001396,2025-09-22T08:18:53,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00010870,PFXC-001396,2025-09-23T03:35:25,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010871,PFXC-001396,2025-09-23T16:36:30,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010872,PFXC-001396,2025-09-24T02:44:25,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00010873,PFXC-001397,2025-07-11T05:00:31,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010874,PFXC-001397,2025-07-11T08:59:32,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00010875,PFXC-001397,2025-07-11T18:28:13,Review,In Triage,In Investigation,Payment Operations,No,Refund Approval,Refund Approval,None
EVT-00010876,PFXC-001397,2025-07-12T02:52:45,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Technical Support,Technical Failure
EVT-00010877,PFXC-001397,2025-07-14T12:14:52,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00010878,PFXC-001397,2025-07-14T14:20:52,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00010879,PFXC-001397,2025-07-14T17:50:31,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00010880,PFXC-001398,2025-07-23T08:49:31,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010881,PFXC-001398,2025-07-23T16:03:43,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010882,PFXC-001398,2025-07-23T18:18:26,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010883,PFXC-001398,2025-07-24T18:19:56,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010884,PFXC-001398,2025-07-25T04:05:08,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00010885,PFXC-001398,2025-07-28T19:23:49,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Refund Approval,Internal Review
EVT-00010886,PFXC-001398,2025-07-28T19:49:49,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00010887,PFXC-001398,2025-07-29T01:16:58,Closure,Pending Approval,Resolved,Operations,No,Fraud Review,Fraud Review,None
EVT-00010888,PFXC-001399,2026-03-20T08:44:31,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010889,PFXC-001399,2026-03-20T13:47:38,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00010890,PFXC-001399,2026-03-20T19:11:40,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00010891,PFXC-001399,2026-03-23T06:26:16,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00010892,PFXC-001399,2026-03-23T12:16:07,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00010893,PFXC-001399,2026-03-26T01:44:46,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,Internal Review
EVT-00010894,PFXC-001399,2026-03-26T02:22:46,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010895,PFXC-001399,2026-03-26T09:17:08,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00010896,PFXC-001400,2026-04-03T10:37:09,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010897,PFXC-001400,2026-04-03T13:40:28,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010898,PFXC-001400,2026-04-03T20:42:22,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00010899,PFXC-001400,2026-04-05T17:47:58,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00010900,PFXC-001400,2026-04-05T22:42:49,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00010901,PFXC-001400,2026-04-10T04:29:45,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00010902,PFXC-001400,2026-04-10T05:38:27,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00010903,PFXC-001400,2026-04-10T05:38:27,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00010904,PFXC-001401,2025-08-23T17:54:33,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010905,PFXC-001401,2025-08-23T21:25:17,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00010906,PFXC-001401,2025-08-24T08:01:24,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00010907,PFXC-001401,2025-08-25T02:25:45,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00010908,PFXC-001401,2025-08-27T10:27:11,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00010909,PFXC-001401,2025-08-27T12:18:11,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00010910,PFXC-001401,2025-08-27T15:17:20,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00010911,PFXC-001402,2025-01-07T06:31:19,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010912,PFXC-001402,2025-01-07T11:31:52,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00010913,PFXC-001402,2025-01-07T16:29:51,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00010914,PFXC-001402,2025-01-08T05:19:41,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00010915,PFXC-001402,2025-01-08T23:31:42,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00010916,PFXC-001402,2025-01-09T07:09:27,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00010917,PFXC-001402,2025-01-12T06:24:38,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,Internal Review
EVT-00010918,PFXC-001402,2025-01-12T08:54:03,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00010919,PFXC-001402,2025-01-12T08:54:03,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00010920,PFXC-001403,2025-07-22T21:52:53,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010921,PFXC-001403,2025-07-23T01:30:12,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00010922,PFXC-001403,2025-07-23T02:38:07,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00010923,PFXC-001403,2025-07-23T12:04:05,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00010924,PFXC-001404,2025-10-13T22:28:27,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00010925,PFXC-001404,2025-10-14T03:50:42,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00010926,PFXC-001404,2025-10-14T08:30:09,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00010927,PFXC-001404,2025-10-15T03:48:20,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00010928,PFXC-001404,2025-10-15T17:58:03,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Customer Service,None
